Title,,,,Section,Sub,,Class,,,,Cat,,Deg,,NCIC,,,Printable,,,UCR  Code,,,IBR Code,Effective Date,,,,Short Description,,,Full Description
ABC,,,102,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,VIOL ABC PROV,,Violation General Prohibitions Of Alcohol Beverage
ABC,,,103,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,ALC BEV MFG VIO,,Illegal Activity Alcohol Beverage Manufacturer
ABC,,,104,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,WHOLESALE VIOL,,Violation Provisions Governing Wholesale
ABC,,,104-A,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,ABC VENDOR VIOL,,Violation Provisions Governing Vendors
ABC,,,105,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,RETAIL SALE VIO,,Viol Provision Liquor Sale Consumption Off Premises
ABC,,,105,,14,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,AFTER HOUR SALE,,After Hours Sale Of Alcohol Beverage
ABC,,,105-A,,,,,A,M,,,0,,,,4102,,N,99,,,90G,,,,,,,,BEER SALE VIOL,,Retail Beer Sale On Sunday
ABC,,,106,,15,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises:Failure To Allow Inspection
ABC,,,106,,08,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,Club Sale To Non-Member/Guest
ABC,,,106,,07,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises:Unauthorized Sign
ABC,,,106,,06,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises Gambling Violation
ABC,,,106,,05,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises:off Hour/Day Sales Violation
ABC,,,106,,04,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,Special On Premises License Violation
ABC,,,106,,03,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises License Violation
ABC,,,106,,02,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,Retail Licensee:Tax Stamp Violation
ABC,,,106,,01,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises License To Non-Owner
ABC,,,106,,10,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises:Vessel License Violation
ABC,,,106,,11,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises:Rail/Air License Violation
ABC,,,106,,04A,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,Beer Sale Without Brewer Name Displayed
ABC,,,106,,09,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises License Structure Violation
ABC,,,106,,14,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises:Loan To Manufacture/Wholesaler
ABC,,,106,,13,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises:Wholesaler Interest Violation
ABC,,,106,,12,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ON PREM LIC VIO,,On Premises Record Keeping Violation
ABC,,,106,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,ABC VIOL,,Misc. Liquor/Gambling Violation
ABC,,,107,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,LIC NOTICE VIOL,,Not Publishing License Issuance
ABC,,,107-A,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,ABC LABEL VIOL,,Improper Labeling Of Alcohol Beverage
ABC,,,108,,,,,A,M,,,0,,,,4102,,N,99,,,90G,,,,,,,,BEV SALE VIOL,,Violation Of License Restrictions
ABC,,,114,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,ABC LICENSE VIO,,Improper Posting Of License
ABC,,,116,,,,,A,M,,,0,,,,4103,,N,99,,,90G,,,,,,,,DELIVERY VIOL,,Improper Vehicle To Deliver Alcohol Beverage
ABC,,,117,,,,,A,M,,,0,,,,4103,,N,99,,,90G,,,,,,,,TRANSPORT VIOL,,Violation Transportation Of Alcohol Beverage
ABC,,,126,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,ALC BEV VIOL,,Person Forbidden To Traffic In Alcohol Beverages
ABC,,,128,,,,,A,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,ABC SAL/MFG VIO,,Unlawful Official Interest In Alcohol Beverage
ABC,,,130,,01A,,,U,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ABC LICENSE VIO,,Sell Alcohol Beverage While License Suspend
ABC,,,130,,,,,U,M,,,0,,,,4199,,N,99,,,90G,,,,,,,,ABC VIOL,,General Violation Of Alcohol Beverage Law
ABC,,,130,,01,,,U,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ABC LICENSE VIO,,Manufacture/Sell Alcohol Beverage Without License
ABC,,,130,,02,,,U,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,ABC LICENSE VIO,,False Statement On License/Permit Application
ABC,,,151,,,,,A,M,,,0,,,,4104,,N,44,,,90G,,,,,,,,POSS ILICIT ALC,,Possession Illicit Alcohol Beverage
ABC,,,152,,,,,A,M,,,0,,,,4102,,Y,44,,,90G,,,,,,,,ILICIT SALE 1ST,,Sale Illicit Alcohol Beverage-1st Offense
ABC,,,152,,,,,E,F,,,0,,,,4102,,Y,44,,,90G,,,,,,,,ILICIT SALE 2ND,,Sale Illicit Alcohol Beverage-2nd Offense
ABC,,,153,,,,,E,F,,,0,,,,4101,,Y,44,,,90G,,,,,,,,ILICIT MFG  BEV,,Manufacture Illicit Alcohol Beverage
ABC,,,154,,,,,A,M,,,0,,,,4199,,Y,44,,,90G,,,,,,,,ALCOHOL VIOL,,Use Premises to Manufacture/Etc Illicit Alcoholic Beverage-1st Offense
ABC,,,154,,,,,E,F,,,0,,,,4199,,Y,44,,,90G,,,,,,,,ALCOHOL VIOL,,Use Premises to Manufacture/Etc Illicit Alcoholic Beverage-Prior Conv
ABC,,,,,,,,,V,,,0,,,,4199,,N,44,,,90G,,,,,,,,VIOL ABC VIOL,,General Violation Of Alcohol Beverage Con Law
ABC,,,,,,,,A,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,VIOL ABC A MISD,,General Violation Of Alcohol Beverage Con Law
ABC,,,,,,,,E,F,,,0,,,,4199,,Y,44,,,90G,,,,,,,,VIOL ABC E FEL,,General Violation Of Alcohol Beverage Con Law
ABC,,,,,,,,U,M,,,0,,,,4199,,N,44,,,90G,,,,,,,,VIOL ABC U MISD,,General Violation Of Alcohol Beverage Con Law
ACA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Arts and Cultural Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,
ACA,,,13.03,,,,,A,M,,,0,,,,7399,,N,24,,,250,,,,12/31/1983,,,,FINE ARTS VIOL,,Falsify Certificate Of Authenticity
ACA,,,19.01,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,MOVING PICT VIO,,Failure To Fireproof Cinematographyical Location
ACA,,,19.03,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,MOVING PICT VIO,,Improper Construction Of Projection Booth
ACA,,,19.07,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,MOVING PICT VIO,,Operating A Projection Booth Without Inspection Approval
ACA,,,19.09,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,MOVING PICT VIO,,Faulty Construction:Portable Projection Booth
ACA,,,19.11,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,MOVING PICT VIO,,Improper Construction:Miniature Cinema Booth
ACA,,,19.13,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,MOVING PICT VIO,,Operating A Portable/Miniature Booth Without Inspection
ACA,,,23.03,,,,,U,M,,,0,,,,2699,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Syndicate Financial Violation
ACA,,,23.03,,02,,,U,M,,,0,,,,2699,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Syndicate:Books/Records Violation
ACA,,,23.03,,03,,,U,M,,,0,,,,2699,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Syndicate:Failure To Issue Prospectus
ACA,,,23.03,,04,,,U,M,,,0,,,,2699,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Syndicate:Deceitful Practices
ACA,,,23.05,,01,,,U,M,,,0,,,,5006,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Financial Viol:Failure To File Statement
ACA,,,23.05,,05,,,U,M,,,0,,,,5015,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Financial Viol:Public Officer Disobeys Subpoena
ACA,,,23.05,,04,,,U,M,,,0,,,,5015,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Financial Viol:Person Fails To Obey Subpoena
ACA,,,23.05,,,,,U,M,,,0,,,,5015,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Financial Viol:Enforcement Violation
ACA,,,23.07,,,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Financial Viol:Failure To Separate Funds
ACA,,,23.19,,,,,U,M,,,0,,,,2699,,N,99,,,90Z,,,,12/31/1983,,,,THEATRE FIN VIO,,Theatre Financial Viol:Unlawful Retention Of Payment
ACA,,,23.23,,,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,THTR/SP EVT VIO,,Theater/Sporting Event:Ticket Violation
ACA,,,23.23,,04,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,THTR/SP EVT VIO,,Theater/Sporting Event:Unregistered Ticket Sales
ACA,,,23.23,,05,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,12/31/1983,,,,THTR/SP EVT VIO,,Theater/Sporting Event:Failure To Keep Records
ACA,,,25.07,,01,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TICKET PRICES,,Ticket Prices - Operator fails to Print Price on Face of Ticket
ACA,,,25.07,,02,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TICKET PRICES ,,Ticket Prices - Reseller Fails to Guarantee Refund
ACA,,,25.08,,,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,PRINT ON TICKET,,Oper Fails to Print Prohibition on Resale Within 1500 Feet on Ticket
ACA,,,25.09,,01,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TKT SPECULATORS,,Ticket Speculators - Resell in Violation of ACA Section 25.13
ACA,,,25.09,,02,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,AGG TKT SPEC,,Aggravated Ticket Speculation - Unlawfully Resell 5 or More Tickets
ACA,,,25.10,,,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,12/28/2018,,,,TICK RESALE REQ,,Ticket Resale Requirements
ACA,,,25.11,,,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,BUFFER ZONE VIO,,Resale of Tickets Within Buffer Zone
ACA,,,25.11,,02,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,BUFFER ZONE VIO,,Buffer Zone Viol- Seating Capacity 5000 or Less/Resale Within 500 Feet
ACA,,,25.11,,01,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,BUFFER ZONE VIO,,Buffer Zone Violation - Seating Capacity >5000/Resale Within 1500 Feet
ACA,,,25.13,,01,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TKT RESELLR LIC,,Licensing of Ticket Resellers - Failure to Procure a License
ACA,,,25.13,,03,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TKT RESELLR LIC,,Ticket Reseller License Violation - Fail to Disclose Obstructed View
ACA,,,25.13,,02,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TKT RESELLR LIC,,Operator Unlawfully Resells Tkts to Reseller Owned by Operator's Agent
ACA,,,25.13,,,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TKT RESELLR LIC,,Ticket Reseller License Violation
ACA,,,25.15,,,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,RESELLER BOND ,,Ticket Reseller Licence Applicant Fails to Post Bond
ACA,,,25.19,,,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,POST RESELL LIC,,Ticket Reseller Fails to Post License or Alters/Destroys License
ACA,,,25.24,,,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TKT SOFTWARE,,Unlawfully Use Automated Ticket Purchasing Software 
ACA,,,25.24,,02,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,TKT SOFTWARE,,Unlawfully Use Automated Ticket Purchasing Software
ACA,,,25.27,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,ILLEG COMMISION,,Ticket Reseller Pays an Illegal Commission to Venue Employee
ACA,,,25.27,,,,,E,F,,,0,,,,7399,,Y,99,,,90Z,,,,04/14/2014,,,,ILLEG COMMISION,,Ticket Reseller Pays Venue Employee Illegal Commission > $1000
ACA,,,25.29,,,,,E,F,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,UNLAW TKT CHG,,Unlawful Ticket Charges - Operator Charges Illegal Premium >$1000
ACA,,,25.29,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,UNLAW TKT CHG,,Unlawful Ticket Charges - Operator Charges Illegal Premium
ACA,,,25.30,,1B,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,DENY ACCESS,,Operator Unlawfully Denies Access to Holder of Resold Ticket
ACA,,,25.30,,03,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,UNLAW RESALE,,Operator of Venue Sells Tickets to Reseller Controlled by Operator
ACA,,,25.30,,,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,OPER PROHIBITNS,,Operator of Place of Entertainment Commits a Prohibited Act
ACA,,,25.30,,1C,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,PAPERLESS TKT,,Operator Unlawfully Employs Paperless Ticketing System
ACA,,,25.30,,1A,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,04/14/2014,,,,RESTRICT RESALE,,Operator Unlawfully Restricts Resale of Tickets
ACA,,,31.03,,,,,A,M,,,0,,,,2699,,N,99,,,90Z,,,,12/31/1983,,,,PUBLICATNS VIOL,,Producing Work Without Consent Owner
ACA,,,31.05,,,,,A,M,,,0,,,,2699,,N,99,,,90Z,,,,12/31/1983,,,,PUBLICATNS VIOL,,Printing/Publishing/Selling Musical Work Without Consent Of Owner
ACA,,,33.09,,,,,A,M,,,0,,,,7399,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Offenses Against Trademarks
ACA,,,33.09,,08,,,A,M,,,0,,,,2607,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,False Representation Of Trademarked Goods
ACA,,,33.09,,05,,,A,M,,,0,,,,2607,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Sells Material With Misleading Trademark
ACA,,,33.09,,01,,,A,M,,,0,,,,2503,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Falsely Makes Or Counterfeit A Trademark
ACA,,,33.09,,02,,,A,M,,,0,,,,2503,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Affixes A Counterfeit Trademark
ACA,,,33.09,,03,,,A,M,,,0,,,,2505,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Sells Material With Counterfeit Trademark
ACA,,,33.09,,06,,,A,M,,,0,,,,7399,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Sells Trademarked Goods Out Of Original Container
ACA,,,33.09,,07,,,A,M,,,0,,,,2607,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Represent Non-trademaked Goods As Trademarked
ACA,,,33.09,,04,,,A,M,,,0,,,,2507,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Possession Counterfeit Trademark
ACA,,,33.11,,,,,A,M,,,0,,,,2699,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Refilling Trademarked Bottles
ACA,,,33.13,,,,,A,M,,,0,,,,2699,,N,24,,,250,,,,12/31/1983,,,,TRADE MARK VIOL,,Intent To Refill Trademarked Bottles
ACA,,,35.01,,,,,A,M,,,0,,,,7099,,N,99,,,90Z,,,,12/31/1983,,,,CHILD LABOR VIO,,Employ Child Performer Without Permit
ACA,,,35.05,,,,,A,M,,,0,,,,7099,,N,99,,,90Z,,,,12/31/1983,,,,CHILD LABOR VIO,,Employ Child Model Without Permit
ACA,,,35.07,,,,,A,M,,,0,,,,7099,,N,99,,,90Z,,,,12/31/1983,,,,CHILD LABOR VIO,,Prohibited Employment Of Child
ACA,,,37.09,,,,,,V,,,0,,,,5599,,Y,99,,,90Z,,,,12/31/1983,,,,VIO AERIAL PERF,,Improper Protection Of Aerial Performer-1st Offense
ACA,,,37.09,,,,,U,M,,,0,,,,5599,,Y,99,,,90Z,,,,12/31/1983,,,,VIO AERIAL PERF,,Improper Protection Of Aerial Performer-2nd Offense
ACA,,,,,,,,A,M,,,0,,,,7399,,N,99,,,90Z,,,,,,,,VIOL ACA A MISD,,General Violation Arts and Cultural Affairs Law
ACA,,,,,,,,,V,,,0,,,,7399,,N,99,,,90Z,,,,,,,,VIOL ACA VIOL,,General Violation Arts and Cultural Affairs Law
ACA,,,,,,,,U,M,,,0,,,,7399,,N,99,,,90Z,,,,,,,,VIOL ACA U MISD,,General Violation Arts and Cultural Affairs Law
AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Agriculture and Markets,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,,,021,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,INTERFER AM EMP,,Interfere With Agriculture and Market Employee
AM,,,031-B,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,STATE FAIR VIOL,,Unlawfully Holding Race During State Fair Week
AM,,,034,,,,,U,M,,,0,,,,5015,,N,99,,,90Z,,,,,,,,FL OBEY SUBPOEN,,Failure To Obey Subpoena
AM,,,045-B,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,FOOD STAMP VIOL,,Unauthorized Possession Food Stamps
AM,,,045-C,,,,,U,M,,,0,,,,5512,,N,99,,,90Z,,,,,,,,DONATD FOOD VIO,,Misuse Of U S Donated Food
AM,,,046-A,,,,,U,M,,,0,,,,5510,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Sale:Adulterated Dairy Product
AM,,,047,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Unsanitary Dairy Surroundings
AM,,,048,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,UNSANITARY CANS,,Using Unsanitary Receptacles
AM,,,049,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,UNSANITARY CANS,,Unlawful Use Condemned Receptacle
AM,,,050-G,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,07/01/1971,,,,PRODCTS LIC VIO,,License Violation Manufacture Melloream
AM,,,050-I,,,,,U,M,,,0,,,,5511,,N,99,,,90Z,,,,,,,,LABELLING VIOL,,Mislabeling Vegetable Oil Blends
AM,,,050-J,,,,,U,M,,,0,,,,5512,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Unlawfully Serve Vegetable Oil Blends
AM,,,054,,,,,U,M,,,0,,,,5510,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Adulterated Milk Sold To Factory
AM,,,055,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Illegal Feeding By-Products To Animals
AM,,,056,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Using Improper Fat Testing Equipment
AM,,,056-A,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Dairy Product Test Irregularity
AM,,,056-B,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Improper Bacteria Count
AM,,,057,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Unlicensed Milk Plant Supervisor
AM,,,057-A,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Unlicensed Bacteria Count
AM,,,061,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,07/01/1971,,,,OLEO SALE VIOL,,Violation Manufacture Sale Or Use Of Oleo
AM,,,062,,,,,U,M,,,0,,,,5512,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Mixing Animal Fats With Cheese
AM,,,067,,,,,U,M,,,0,,,,5511,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Mislabel Grade Brands Cheese
AM,,,067-B,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,,,,,DAIRY PRODS VIO,,Selling Non-pasteurized Cheese
